fila,subfila,columna,subcolumna,valor
54 OTROS BIENES DE EQUIPO,,Comunitat Valenciana,,"1328,84"
61 AUTOMOVILES Y MOTOS,,Comunitat Valenciana,,"5695,46"
62 COMPONENTES DEL AUTOMOVIL,,Comunitat Valenciana,,"1247,93"
71 ELECTRODOMESTICOS,,Comunitat Valenciana,,"37,66"
72 ELECTRONICA DE CONSUMO,,Comunitat Valenciana,,"60,72"
73 MUEBLES,,Comunitat Valenciana,,"550,56"
74 OTROS BIENES CONSUMO DURADERO,,Comunitat Valenciana,,"34,55"
81 TEXTILES Y CONFECCION,,Comunitat Valenciana,,"933,43"
82 CALZADO,,Comunitat Valenciana,,"1225,16"
83 JUGUETES,,Comunitat Valenciana,,"208,64"
84 ALFARERIA,,Comunitat Valenciana,,"43,67"
85 JOYERIA Y RELOJES,,Comunitat Valenciana,,"18,10"
86 CUERO Y MANUFACTURAS DEL CUERO,,Comunitat Valenciana,,"170,02"
87 OTRAS MANUFACTURAS DE CONSUMO,,Comunitat Valenciana,,"702,90"
9 OTRAS MERCANCIAS,,Comunitat Valenciana,,"112,59"
11 PRODUCTOS CÁRNICOS,,Extremadura,,"71,85"
12 LACTEOS Y HUEVOS,,Extremadura,,"5,21"
13 PRODUCTOS PESQUEROS,,Extremadura,,"4,65"
14 CEREALES,,Extremadura,,"10,53"
"15 FRUTAS, HORTALIZAS Y LEGUMBRES",,Extremadura,,"595,81"
"16 AZUCAR, CAFE Y CACAO",,Extremadura,,"8,17"
17 PREPARADOS ALIMENTICIOS,,Extremadura,,"79,72"
18 BEBIDAS,,Extremadura,,"105,08"
19 TABACOS,,Extremadura,,"80,72"
1A GRASAS Y ACEITES,,Extremadura,,"59,16"
1B SEMILLAS Y FRUTOS OLEAGINOSOS,,Extremadura,,"2,34"
1C PIENSOS ANIMALES,,Extremadura,,"24,68"
21 CARBON,,Extremadura,,
22 PETROLEO Y DERIVADOS,,Extremadura,,"10,16"
23 GAS,,Extremadura,,"0,00"
24 CORRIENTE ELECTRICA,,Extremadura,,
31 MAT. PRIMAS ANIMALES Y VEGETAL,,Extremadura,,"109,98"
32 MENAS Y MINERALES,,Extremadura,,"13,51"
41 METALES NO FERROSOS,,Extremadura,,"59,15"
42 HIERRO Y ACERO,,Extremadura,,"223,25"
43 PRODUCTOS QUIMICOS,,Extremadura,,"129,94"
44 OTRAS SEMIMANUFACTURAS,,Extremadura,,"160,66"
51 MAQ. ESPECIFICA CIERTAS INDUST,,Extremadura,,"15,51"
52 EQUIPO OFICINA Y TELECOMUNIC.,,Extremadura,,"0,25"
53 MATERIAL TRANSPORTE,,Extremadura,,"0,62"
54 OTROS BIENES DE EQUIPO,,Extremadura,,"103,79"
61 AUTOMOVILES Y MOTOS,,Extremadura,,"0,42"
62 COMPONENTES DEL AUTOMOVIL,,Extremadura,,"121,54"
71 ELECTRODOMESTICOS,,Extremadura,,"2,42"
72 ELECTRONICA DE CONSUMO,,Extremadura,,"0,03"
73 MUEBLES,,Extremadura,,"5,24"
74 OTROS BIENES CONSUMO DURADERO,,Extremadura,,"8,37"
81 TEXTILES Y CONFECCION,,Extremadura,,"25,03"
82 CALZADO,,Extremadura,,"0,35"
83 JUGUETES,,Extremadura,,"0,33"
84 ALFARERIA,,Extremadura,,"0,21"
85 JOYERIA Y RELOJES,,Extremadura,,"5,83"
86 CUERO Y MANUFACTURAS DEL CUERO,,Extremadura,,"0,00"
87 OTRAS MANUFACTURAS DE CONSUMO,,Extremadura,,"44,14"
9 OTRAS MERCANCIAS,,Extremadura,,"0,71"
11 PRODUCTOS CÁRNICOS,,Galicia,,"311,06"
12 LACTEOS Y HUEVOS,,Galicia,,"143,28"
13 PRODUCTOS PESQUEROS,,Galicia,,"2149,17"
14 CEREALES,,Galicia,,"12,94"
"15 FRUTAS, HORTALIZAS Y LEGUMBRES",,Galicia,,"80,55"
"16 AZUCAR, CAFE Y CACAO",,Galicia,,"7,84"
17 PREPARADOS ALIMENTICIOS,,Galicia,,"37,41"
18 BEBIDAS,,Galicia,,"68,86"
19 TABACOS,,Galicia,,"3,08"
1A GRASAS Y ACEITES,,Galicia,,"60,12"
1B SEMILLAS Y FRUTOS OLEAGINOSOS,,Galicia,,"2,14"
1C PIENSOS ANIMALES,,Galicia,,"52,94"
21 CARBON,,Galicia,,"0,98"
22 PETROLEO Y DERIVADOS,,Galicia,,"1506,21"
23 GAS,,Galicia,,"73,13"
24 CORRIENTE ELECTRICA,,Galicia,,
31 MAT. PRIMAS ANIMALES Y VEGETAL,,Galicia,,"472,20"
32 MENAS Y MINERALES,,Galicia,,"317,58"
41 METALES NO FERROSOS,,Galicia,,"510,74"
42 HIERRO Y ACERO,,Galicia,,"422,53"
43 PRODUCTOS QUIMICOS,,Galicia,,"962,51"
44 OTRAS SEMIMANUFACTURAS,,Galicia,,"907,49"
51 MAQ. ESPECIFICA CIERTAS INDUST,,Galicia,,"562,26"
52 EQUIPO OFICINA Y TELECOMUNIC.,,Galicia,,"86,79"
53 MATERIAL TRANSPORTE,,Galicia,,"1731,59"
54 OTROS BIENES DE EQUIPO,,Galicia,,"967,86"
61 AUTOMOVILES Y MOTOS,,Galicia,,"2609,62"
62 COMPONENTES DEL AUTOMOVIL,,Galicia,,"1007,15"
71 ELECTRODOMESTICOS,,Galicia,,"9,92"
72 ELECTRONICA DE CONSUMO,,Galicia,,"12,54"
73 MUEBLES,,Galicia,,"205,36"
74 OTROS BIENES CONSUMO DURADERO,,Galicia,,"16,05"
81 TEXTILES Y CONFECCION,,Galicia,,"5933,01"
82 CALZADO,,Galicia,,"441,47"
83 JUGUETES,,Galicia,,"18,93"
84 ALFARERIA,,Galicia,,"5,44"
85 JOYERIA Y RELOJES,,Galicia,,"44,44"
86 CUERO Y MANUFACTURAS DEL CUERO,,Galicia,,"11,92"
87 OTRAS MANUFACTURAS DE CONSUMO,,Galicia,,"245,46"
9 OTRAS MERCANCIAS,,Galicia,,"184,08"
11 PRODUCTOS CÁRNICOS,,"Madrid, Comunidad de",,"336,87"
12 LACTEOS Y HUEVOS,,"Madrid, Comunidad de",,"74,93"
13 PRODUCTOS PESQUEROS,,"Madrid, Comunidad de",,"175,86"
14 CEREALES,,"Madrid, Comunidad de",,"28,90"
"15 FRUTAS, HORTALIZAS Y LEGUMBRES",,"Madrid, Comunidad de",,"354,74"
"16 AZUCAR, CAFE Y CACAO",,"Madrid, Comunidad de",,"48,74"
17 PREPARADOS ALIMENTICIOS,,"Madrid, Comunidad de",,"368,33"
18 BEBIDAS,,"Madrid, Comunidad de",,"149,28"
19 TABACOS,,"Madrid, Comunidad de",,"11,49"
1A GRASAS Y ACEITES,,"Madrid, Comunidad de",,"53,25"
1B SEMILLAS Y FRUTOS OLEAGINOSOS,,"Madrid, Comunidad de",,"18,97"
1C PIENSOS ANIMALES,,"Madrid, Comunidad de",,"115,51"
21 CARBON,,"Madrid, Comunidad de",,"0,14"
22 PETROLEO Y DERIVADOS,,"Madrid, Comunidad de",,"1166,15"
23 GAS,,"Madrid, Comunidad de",,"14,65"
24 CORRIENTE ELECTRICA,,"Madrid, Comunidad de",,"753,32"
31 MAT. PRIMAS ANIMALES Y VEGETAL,,"Madrid, Comunidad de",,"71,31"
32 MENAS Y MINERALES,,"Madrid, Comunidad de",,"360,96"
41 METALES NO FERROSOS,,"Madrid, Comunidad de",,"253,70"
42 HIERRO Y ACERO,,"Madrid, Comunidad de",,"148,34"
43 PRODUCTOS QUIMICOS,,"Madrid, Comunidad de",,"6293,43"
44 OTRAS SEMIMANUFACTURAS,,"Madrid, Comunidad de",,"1147,90"
51 MAQ. ESPECIFICA CIERTAS INDUST,,"Madrid, Comunidad de",,"1927,52"
52 EQUIPO OFICINA Y TELECOMUNIC.,,"Madrid, Comunidad de",,"1755,25"
53 MATERIAL TRANSPORTE,,"Madrid, Comunidad de",,"4414,90"
54 OTROS BIENES DE EQUIPO,,"Madrid, Comunidad de",,"3908,54"
61 AUTOMOVILES Y MOTOS,,"Madrid, Comunidad de",,"974,68"
62 COMPONENTES DEL AUTOMOVIL,,"Madrid, Comunidad de",,"833,65"
71 ELECTRODOMESTICOS,,"Madrid, Comunidad de",,"241,15"
72 ELECTRONICA DE CONSUMO,,"Madrid, Comunidad de",,"101,72"
73 MUEBLES,,"Madrid, Comunidad de",,"188,32"
74 OTROS BIENES CONSUMO DURADERO,,"Madrid, Comunidad de",,"79,92"
81 TEXTILES Y CONFECCION,,"Madrid, Comunidad de",,"1512,84"
82 CALZADO,,"Madrid, Comunidad de",,"141,36"
83 JUGUETES,,"Madrid, Comunidad de",,"280,95"
84 ALFARERIA,,"Madrid, Comunidad de",,"10,98"
85 JOYERIA Y RELOJES,,"Madrid, Comunidad de",,"202,83"
86 CUERO Y MANUFACTURAS DEL CUERO,,"Madrid, Comunidad de",,"16,50"
87 OTRAS MANUFACTURAS DE CONSUMO,,"Madrid, Comunidad de",,"1202,83"
9 OTRAS MERCANCIAS,,"Madrid, Comunidad de",,"1438,19"
11 PRODUCTOS CÁRNICOS,,"Murcia, Región de",,"498,39"
12 LACTEOS Y HUEVOS,,"Murcia, Región de",,"24,33"
13 PRODUCTOS PESQUEROS,,"Murcia, Región de",,"172,96"
14 CEREALES,,"Murcia, Región de",,"2,72"
"15 FRUTAS, HORTALIZAS Y LEGUMBRES",,"Murcia, Región de",,"3260,02"
"16 AZUCAR, CAFE Y CACAO",,"Murcia, Región de",,"203,78"
17 PREPARADOS ALIMENTICIOS,,"Murcia, Región de",,"372,00"
18 BEBIDAS,,"Murcia, Región de",,"283,82"
19 TABACOS,,"Murcia, Región de",,"0,34"
1A GRASAS Y ACEITES,,"Murcia, Región de",,"87,05"
1B SEMILLAS Y FRUTOS OLEAGINOSOS,,"Murcia, Región de",,"3,34"
1C PIENSOS ANIMALES,,"Murcia, Región de",,"49,03"
21 CARBON,,"Murcia, Región de",,"0,74"
22 PETROLEO Y DERIVADOS,,"Murcia, Región de",,"2790,98"
23 GAS,,"Murcia, Región de",,"12,44"
24 CORRIENTE ELECTRICA,,"Murcia, Región de",,
31 MAT. PRIMAS ANIMALES Y VEGETAL,,"Murcia, Región de",,"72,36"
32 MENAS Y MINERALES,,"Murcia, Región de",,"57,83"
41 METALES NO FERROSOS,,"Murcia, Región de",,"4,20"
42 HIERRO Y ACERO,,"Murcia, Región de",,"88,48"
43 PRODUCTOS QUIMICOS,,"Murcia, Región de",,"1294,33"
44 OTRAS SEMIMANUFACTURAS,,"Murcia, Región de",,"57,46"
51 MAQ. ESPECIFICA CIERTAS INDUST,,"Murcia, Región de",,"259,25"
52 EQUIPO OFICINA Y TELECOMUNIC.,,"Murcia, Región de",,"19,39"
53 MATERIAL TRANSPORTE,,"Murcia, Región de",,"43,48"
54 OTROS BIENES DE EQUIPO,,"Murcia, Región de",,"460,85"
61 AUTOMOVILES Y MOTOS,,"Murcia, Región de",,"15,33"
62 COMPONENTES DEL AUTOMOVIL,,"Murcia, Región de",,"14,41"
71 ELECTRODOMESTICOS,,"Murcia, Región de",,"8,91"
72 ELECTRONICA DE CONSUMO,,"Murcia, Región de",,"1,02"
73 MUEBLES,,"Murcia, Región de",,"80,69"
74 OTROS BIENES CONSUMO DURADERO,,"Murcia, Región de",,"4,93"
81 TEXTILES Y CONFECCION,,"Murcia, Región de",,"74,05"
82 CALZADO,,"Murcia, Región de",,"95,65"
83 JUGUETES,,"Murcia, Región de",,"20,85"
84 ALFARERIA,,"Murcia, Región de",,"1,36"
85 JOYERIA Y RELOJES,,"Murcia, Región de",,"2,56"
86 CUERO Y MANUFACTURAS DEL CUERO,,"Murcia, Región de",,"15,16"
87 OTRAS MANUFACTURAS DE CONSUMO,,"Murcia, Región de",,"93,17"
9 OTRAS MERCANCIAS,,"Murcia, Región de",,"13,14"
11 PRODUCTOS CÁRNICOS,,"Navarra, Comunidad Foral de",,"134,01"
12 LACTEOS Y HUEVOS,,"Navarra, Comunidad Foral de",,"33,97"
13 PRODUCTOS PESQUEROS,,"Navarra, Comunidad Foral de",,"13,92"
14 CEREALES,,"Navarra, Comunidad Foral de",,"13,03"
"15 FRUTAS, HORTALIZAS Y LEGUMBRES",,"Navarra, Comunidad Foral de",,"567,45"
"16 AZUCAR, CAFE Y CACAO",,"Navarra, Comunidad Foral de",,"13,62"
17 PREPARADOS ALIMENTICIOS,,"Navarra, Comunidad Foral de",,"246,27"
18 BEBIDAS,,"Navarra, Comunidad Foral de",,"128,45"
19 TABACOS,,"Navarra, Comunidad Foral de",,
1A GRASAS Y ACEITES,,"Navarra, Comunidad Foral de",,"67,84"
1B SEMILLAS Y FRUTOS OLEAGINOSOS,,"Navarra, Comunidad Foral de",,"20,15"
1C PIENSOS ANIMALES,,"Navarra, Comunidad Foral de",,"15,05"
21 CARBON,,"Navarra, Comunidad Foral de",,
22 PETROLEO Y DERIVADOS,,"Navarra, Comunidad Foral de",,"3,88"
23 GAS,,"Navarra, Comunidad Foral de",,"0,00"
24 CORRIENTE ELECTRICA,,"Navarra, Comunidad Foral de",,
31 MAT. PRIMAS ANIMALES Y VEGETAL,,"Navarra, Comunidad Foral de",,"121,03"
32 MENAS Y MINERALES,,"Navarra, Comunidad Foral de",,"73,36"
41 METALES NO FERROSOS,,"Navarra, Comunidad Foral de",,"84,99"
42 HIERRO Y ACERO,,"Navarra, Comunidad Foral de",,"235,96"
43 PRODUCTOS QUIMICOS,,"Navarra, Comunidad Foral de",,"520,68"
44 OTRAS SEMIMANUFACTURAS,,"Navarra, Comunidad Foral de",,"425,44"
51 MAQ. ESPECIFICA CIERTAS INDUST,,"Navarra, Comunidad Foral de",,"775,90"
52 EQUIPO OFICINA Y TELECOMUNIC.,,"Navarra, Comunidad Foral de",,"21,47"
53 MATERIAL TRANSPORTE,,"Navarra, Comunidad Foral de",,"118,38"
54 OTROS BIENES DE EQUIPO,,"Navarra, Comunidad Foral de",,"1714,00"
61 AUTOMOVILES Y MOTOS,,"Navarra, Comunidad Foral de",,"3216,86"
62 COMPONENTES DEL AUTOMOVIL,,"Navarra, Comunidad Foral de",,"1337,44"
71 ELECTRODOMESTICOS,,"Navarra, Comunidad Foral de",,"53,89"
72 ELECTRONICA DE CONSUMO,,"Navarra, Comunidad Foral de",,"0,63"
73 MUEBLES,,"Navarra, Comunidad Foral de",,"59,54"
74 OTROS BIENES CONSUMO DURADERO,,"Navarra, Comunidad Foral de",,"8,89"
81 TEXTILES Y CONFECCION,,"Navarra, Comunidad Foral de",,"29,54"
82 CALZADO,,"Navarra, Comunidad Foral de",,"5,59"
83 JUGUETES,,"Navarra, Comunidad Foral de",,"2,64"
84 ALFARERIA,,"Navarra, Comunidad Foral de",,"0,05"
85 JOYERIA Y RELOJES,,"Navarra, Comunidad Foral de",,"1,77"
86 CUERO Y MANUFACTURAS DEL CUERO,,"Navarra, Comunidad Foral de",,"17,88"
87 OTRAS MANUFACTURAS DE CONSUMO,,"Navarra, Comunidad Foral de",,"57,68"
9 OTRAS MERCANCIAS,,"Navarra, Comunidad Foral de",,"6,09"
11 PRODUCTOS CÁRNICOS,,País Vasco,,"27,84"
12 LACTEOS Y HUEVOS,,País Vasco,,"51,94"
13 PRODUCTOS PESQUEROS,,País Vasco,,"304,69"
14 CEREALES,,País Vasco,,"1,34"
"15 FRUTAS, HORTALIZAS Y LEGUMBRES",,País Vasco,,"75,24"
"16 AZUCAR, CAFE Y CACAO",,País Vasco,,"77,44"
17 PREPARADOS ALIMENTICIOS,,País Vasco,,"97,44"
18 BEBIDAS,,País Vasco,,"225,29"
19 TABACOS,,País Vasco,,"0,99"
1A GRASAS Y ACEITES,,País Vasco,,"74,97"
1B SEMILLAS Y FRUTOS OLEAGINOSOS,,País Vasco,,"3,83"
1C PIENSOS ANIMALES,,País Vasco,,"111,55"
21 CARBON,,País Vasco,,"4,41"
22 PETROLEO Y DERIVADOS,,País Vasco,,"1993,56"
23 GAS,,País Vasco,,"55,34"
24 CORRIENTE ELECTRICA,,País Vasco,,
31 MAT. PRIMAS ANIMALES Y VEGETAL,,País Vasco,,"53,72"
32 MENAS Y MINERALES,,País Vasco,,"227,92"
41 METALES NO FERROSOS,,País Vasco,,"955,82"
42 HIERRO Y ACERO,,País Vasco,,"2480,31"
43 PRODUCTOS QUIMICOS,,País Vasco,,"1038,60"
44 OTRAS SEMIMANUFACTURAS,,País Vasco,,"2266,04"
51 MAQ. ESPECIFICA CIERTAS INDUST,,País Vasco,,"3171,32"
52 EQUIPO OFICINA Y TELECOMUNIC.,,País Vasco,,"133,06"
53 MATERIAL TRANSPORTE,,País Vasco,,"3307,07"
54 OTROS BIENES DE EQUIPO,,País Vasco,,"3391,30"
61 AUTOMOVILES Y MOTOS,,País Vasco,,"2369,34"
62 COMPONENTES DEL AUTOMOVIL,,País Vasco,,"1976,79"
71 ELECTRODOMESTICOS,,País Vasco,,"103,45"
72 ELECTRONICA DE CONSUMO,,País Vasco,,"11,94"
73 MUEBLES,,País Vasco,,"114,20"
74 OTROS BIENES CONSUMO DURADERO,,País Vasco,,"50,17"
81 TEXTILES Y CONFECCION,,País Vasco,,"134,17"
82 CALZADO,,País Vasco,,"8,42"
83 JUGUETES,,País Vasco,,"55,84"
84 ALFARERIA,,País Vasco,,"1,53"
85 JOYERIA Y RELOJES,,País Vasco,,"47,32"
86 CUERO Y MANUFACTURAS DEL CUERO,,País Vasco,,"0,33"
87 OTRAS MANUFACTURAS DE CONSUMO,,País Vasco,,"307,94"
9 OTRAS MERCANCIAS,,País Vasco,,"76,42"
11 PRODUCTOS CÁRNICOS,,"Rioja, La",,"72,08"
12 LACTEOS Y HUEVOS,,"Rioja, La",,"0,99"
13 PRODUCTOS PESQUEROS,,"Rioja, La",,"16,41"
14 CEREALES,,"Rioja, La",,"3,45"
"15 FRUTAS, HORTALIZAS Y LEGUMBRES",,"Rioja, La",,"133,15"
"16 AZUCAR, CAFE Y CACAO",,"Rioja, La",,"1,11"
17 PREPARADOS ALIMENTICIOS,,"Rioja, La",,"78,77"
18 BEBIDAS,,"Rioja, La",,"325,77"
19 TABACOS,,"Rioja, La",,
1A GRASAS Y ACEITES,,"Rioja, La",,"1,93"
1B SEMILLAS Y FRUTOS OLEAGINOSOS,,"Rioja, La",,"0,69"
1C PIENSOS ANIMALES,,"Rioja, La",,"3,51"
21 CARBON,,"Rioja, La",,"0,00"
22 PETROLEO Y DERIVADOS,,"Rioja, La",,"5,91"
23 GAS,,"Rioja, La",,
24 CORRIENTE ELECTRICA,,"Rioja, La",,
31 MAT. PRIMAS ANIMALES Y VEGETAL,,"Rioja, La",,"9,37"
32 MENAS Y MINERALES,,"Rioja, La",,"5,31"
41 METALES NO FERROSOS,,"Rioja, La",,"52,47"
42 HIERRO Y ACERO,,"Rioja, La",,"25,78"
43 PRODUCTOS QUIMICOS,,"Rioja, La",,"102,24"
44 OTRAS SEMIMANUFACTURAS,,"Rioja, La",,"285,33"
51 MAQ. ESPECIFICA CIERTAS INDUST,,"Rioja, La",,"125,84"
52 EQUIPO OFICINA Y TELECOMUNIC.,,"Rioja, La",,"0,43"
53 MATERIAL TRANSPORTE,,"Rioja, La",,"112,38"
54 OTROS BIENES DE EQUIPO,,"Rioja, La",,"162,29"
61 AUTOMOVILES Y MOTOS,,"Rioja, La",,"0,10"
62 COMPONENTES DEL AUTOMOVIL,,"Rioja, La",,"40,53"
71 ELECTRODOMESTICOS,,"Rioja, La",,"0,31"
72 ELECTRONICA DE CONSUMO,,"Rioja, La",,"3,55"
73 MUEBLES,,"Rioja, La",,"29,86"
74 OTROS BIENES CONSUMO DURADERO,,"Rioja, La",,"2,27"
81 TEXTILES Y CONFECCION,,"Rioja, La",,"59,64"
82 CALZADO,,"Rioja, La",,"210,40"
83 JUGUETES,,"Rioja, La",,"0,72"
84 ALFARERIA,,"Rioja, La",,"0,24"
85 JOYERIA Y RELOJES,,"Rioja, La",,"0,08"
86 CUERO Y MANUFACTURAS DEL CUERO,,"Rioja, La",,"11,52"
87 OTRAS MANUFACTURAS DE CONSUMO,,"Rioja, La",,"5,88"
9 OTRAS MERCANCIAS,,"Rioja, La",,"1,85"
11 PRODUCTOS CÁRNICOS,,Ceuta,,"0,04"
12 LACTEOS Y HUEVOS,,Ceuta,,
13 PRODUCTOS PESQUEROS,,Ceuta,,"0,05"
14 CEREALES,,Ceuta,,
"15 FRUTAS, HORTALIZAS Y LEGUMBRES",,Ceuta,,"0,05"
"16 AZUCAR, CAFE Y CACAO",,Ceuta,,"0,00"
17 PREPARADOS ALIMENTICIOS,,Ceuta,,"0,13"
18 BEBIDAS,,Ceuta,,"0,02"
19 TABACOS,,Ceuta,,
1A GRASAS Y ACEITES,,Ceuta,,
1B SEMILLAS Y FRUTOS OLEAGINOSOS,,Ceuta,,
1C PIENSOS ANIMALES,,Ceuta,,
21 CARBON,,Ceuta,,
22 PETROLEO Y DERIVADOS,,Ceuta,,
23 GAS,,Ceuta,,
24 CORRIENTE ELECTRICA,,Ceuta,,
31 MAT. PRIMAS ANIMALES Y VEGETAL,,Ceuta,,
32 MENAS Y MINERALES,,Ceuta,,"0,97"
41 METALES NO FERROSOS,,Ceuta,,
42 HIERRO Y ACERO,,Ceuta,,"0,03"
43 PRODUCTOS QUIMICOS,,Ceuta,,"2,18"
44 OTRAS SEMIMANUFACTURAS,,Ceuta,,"0,08"
51 MAQ. ESPECIFICA CIERTAS INDUST,,Ceuta,,"0,19"
52 EQUIPO OFICINA Y TELECOMUNIC.,,Ceuta,,
53 MATERIAL TRANSPORTE,,Ceuta,,"0,00"
54 OTROS BIENES DE EQUIPO,,Ceuta,,"6,25"
61 AUTOMOVILES Y MOTOS,,Ceuta,,"0,25"
62 COMPONENTES DEL AUTOMOVIL,,Ceuta,,"0,13"
71 ELECTRODOMESTICOS,,Ceuta,,"0,00"
72 ELECTRONICA DE CONSUMO,,Ceuta,,
73 MUEBLES,,Ceuta,,"0,00"
74 OTROS BIENES CONSUMO DURADERO,,Ceuta,,"0,00"
81 TEXTILES Y CONFECCION,,Ceuta,,"0,24"
82 CALZADO,,Ceuta,,"0,00"
83 JUGUETES,,Ceuta,,"0,00"
84 ALFARERIA,,Ceuta,,
85 JOYERIA Y RELOJES,,Ceuta,,"0,00"
86 CUERO Y MANUFACTURAS DEL CUERO,,Ceuta,,
87 OTRAS MANUFACTURAS DE CONSUMO,,Ceuta,,"0,03"
9 OTRAS MERCANCIAS,,Ceuta,,"0,00"
11 PRODUCTOS CÁRNICOS,,Melilla,,"0,25"
12 LACTEOS Y HUEVOS,,Melilla,,
13 PRODUCTOS PESQUEROS,,Melilla,,
14 CEREALES,,Melilla,,"0,06"
"15 FRUTAS, HORTALIZAS Y LEGUMBRES",,Melilla,,"0,78"
"16 AZUCAR, CAFE Y CACAO",,Melilla,,"0,25"
17 PREPARADOS ALIMENTICIOS,,Melilla,,"0,50"
18 BEBIDAS,,Melilla,,"0,06"
19 TABACOS,,Melilla,,
1A GRASAS Y ACEITES,,Melilla,,
1B SEMILLAS Y FRUTOS OLEAGINOSOS,,Melilla,,"0,19"
1C PIENSOS ANIMALES,,Melilla,,"0,54"
21 CARBON,,Melilla,,
22 PETROLEO Y DERIVADOS,,Melilla,,"0,03"
23 GAS,,Melilla,,
24 CORRIENTE ELECTRICA,,Melilla,,
31 MAT. PRIMAS ANIMALES Y VEGETAL,,Melilla,,"0,00"
32 MENAS Y MINERALES,,Melilla,,"0,14"
41 METALES NO FERROSOS,,Melilla,,"0,00"
42 HIERRO Y ACERO,,Melilla,,"0,00"
43 PRODUCTOS QUIMICOS,,Melilla,,"1,36"
44 OTRAS SEMIMANUFACTURAS,,Melilla,,"0,62"
51 MAQ. ESPECIFICA CIERTAS INDUST,,Melilla,,"0,46"
52 EQUIPO OFICINA Y TELECOMUNIC.,,Melilla,,"1,95"
53 MATERIAL TRANSPORTE,,Melilla,,"0,00"
54 OTROS BIENES DE EQUIPO,,Melilla,,"0,05"
61 AUTOMOVILES Y MOTOS,,Melilla,,"0,04"
62 COMPONENTES DEL AUTOMOVIL,,Melilla,,"0,14"
71 ELECTRODOMESTICOS,,Melilla,,"0,30"
72 ELECTRONICA DE CONSUMO,,Melilla,,"11,25"
73 MUEBLES,,Melilla,,"0,23"
74 OTROS BIENES CONSUMO DURADERO,,Melilla,,"0,01"
81 TEXTILES Y CONFECCION,,Melilla,,"0,24"
82 CALZADO,,Melilla,,"0,00"
83 JUGUETES,,Melilla,,"0,00"
84 ALFARERIA,,Melilla,,"0,00"
85 JOYERIA Y RELOJES,,Melilla,,"0,00"
86 CUERO Y MANUFACTURAS DEL CUERO,,Melilla,,
87 OTRAS MANUFACTURAS DE CONSUMO,,Melilla,,"0,06"
9 OTRAS MERCANCIAS,,Melilla,,"0,00"
11 PRODUCTOS CÁRNICOS,,No determinado,,"14,96"
12 LACTEOS Y HUEVOS,,No determinado,,"0,93"
13 PRODUCTOS PESQUEROS,,No determinado,,"0,31"
14 CEREALES,,No determinado,,"1,40"
"15 FRUTAS, HORTALIZAS Y LEGUMBRES",,No determinado,,"26,22"
"16 AZUCAR, CAFE Y CACAO",,No determinado,,"10,88"
17 PREPARADOS ALIMENTICIOS,,No determinado,,"5,61"
18 BEBIDAS,,No determinado,,"10,01"
19 TABACOS,,No determinado,,"0,58"
1A GRASAS Y ACEITES,,No determinado,,"0,13"
1B SEMILLAS Y FRUTOS OLEAGINOSOS,,No determinado,,"0,42"
1C PIENSOS ANIMALES,,No determinado,,"0,33"
21 CARBON,,No determinado,,"0,04"
22 PETROLEO Y DERIVADOS,,No determinado,,"316,78"
23 GAS,,No determinado,,"0,21"
24 CORRIENTE ELECTRICA,,No determinado,,
31 MAT. PRIMAS ANIMALES Y VEGETAL,,No determinado,,"20,83"
32 MENAS Y MINERALES,,No determinado,,"5,10"
41 METALES NO FERROSOS,,No determinado,,"8,75"
42 HIERRO Y ACERO,,No determinado,,"5,33"
43 PRODUCTOS QUIMICOS,,No determinado,,"94,42"
44 OTRAS SEMIMANUFACTURAS,,No determinado,,"118,52"
51 MAQ. ESPECIFICA CIERTAS INDUST,,No determinado,,"152,73"
52 EQUIPO OFICINA Y TELECOMUNIC.,,No determinado,,"12,19"
53 MATERIAL TRANSPORTE,,No determinado,,"94,80"
54 OTROS BIENES DE EQUIPO,,No determinado,,"296,94"
61 AUTOMOVILES Y MOTOS,,No determinado,,"78,28"
62 COMPONENTES DEL AUTOMOVIL,,No determinado,,"832,31"
71 ELECTRODOMESTICOS,,No determinado,,"1,62"
72 ELECTRONICA DE CONSUMO,,No determinado,,"15,28"
73 MUEBLES,,No determinado,,"26,38"
74 OTROS BIENES CONSUMO DURADERO,,No determinado,,"0,35"
81 TEXTILES Y CONFECCION,,No determinado,,"174,30"
82 CALZADO,,No determinado,,"5,87"
83 JUGUETES,,No determinado,,"2,29"
84 ALFARERIA,,No determinado,,"0,33"
85 JOYERIA Y RELOJES,,No determinado,,"19,56"
86 CUERO Y MANUFACTURAS DEL CUERO,,No determinado,,"1,37"
87 OTRAS MANUFACTURAS DE CONSUMO,,No determinado,,"13,51"
9 OTRAS MERCANCIAS,,No determinado,,"16,22"
