fila,subfila,columna,subcolumna,valor
8 MANUFACTURAS DE CONSUMO,,2013,EXPORT,"20724502,80"
Total seleccionado,,2013,IMPORT,"252346775,23"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2013,IMPORT,"27865084,73"
2 PRODUCTOS ENERGETICOS,,2013,IMPORT,"57332426,92"
3 MATERIAS PRIMAS,,2013,IMPORT,"9540000,06"
4 SEMIMANUFACTURAS,,2013,IMPORT,"55935005,94"
5 BIENES DE EQUIPO,,2013,IMPORT,"43398631,95"
6 SECTOR AUTOMOVIL,,2013,IMPORT,"25981091,96"
7 BIENES DE CONSUMO DURADERO,,2013,IMPORT,"5585699,25"
9 OTRAS MERCANCIAS,,2013,IMPORT,"890787,98"
8 MANUFACTURAS DE CONSUMO,,2013,IMPORT,"25818046,45"
Total seleccionado,,2014,EXPORT,"240581830,22"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2014,EXPORT,"37327507,99"
2 PRODUCTOS ENERGETICOS,,2014,EXPORT,"17663035,93"
3 MATERIAS PRIMAS,,2014,EXPORT,"5720360,17"
4 SEMIMANUFACTURAS,,2014,EXPORT,"59842191,86"
5 BIENES DE EQUIPO,,2014,EXPORT,"48465350,43"
6 SECTOR AUTOMOVIL,,2014,EXPORT,"35547796,57"
7 BIENES DE CONSUMO DURADERO,,2014,EXPORT,"3375862,99"
9 OTRAS MERCANCIAS,,2014,EXPORT,"10549637,90"
8 MANUFACTURAS DE CONSUMO,,2014,EXPORT,"22090086,38"
Total seleccionado,,2014,IMPORT,"265556606,87"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2014,IMPORT,"28647243,26"
2 PRODUCTOS ENERGETICOS,,2014,IMPORT,"54503588,58"
3 MATERIAS PRIMAS,,2014,IMPORT,"9374950,04"
4 SEMIMANUFACTURAS,,2014,IMPORT,"58380467,35"
5 BIENES DE EQUIPO,,2014,IMPORT,"47458318,95"
6 SECTOR AUTOMOVIL,,2014,IMPORT,"30807790,50"
7 BIENES DE CONSUMO DURADERO,,2014,IMPORT,"6303756,30"
9 OTRAS MERCANCIAS,,2014,IMPORT,"663700,47"
8 MANUFACTURAS DE CONSUMO,,2014,IMPORT,"29416791,41"
Total seleccionado,,2015,EXPORT,"249794415,65"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2015,EXPORT,"40616684,30"
2 PRODUCTOS ENERGETICOS,,2015,EXPORT,"12608912,52"
3 MATERIAS PRIMAS,,2015,EXPORT,"5528786,45"
4 SEMIMANUFACTURAS,,2015,EXPORT,"62146872,52"
5 BIENES DE EQUIPO,,2015,EXPORT,"49980973,76"
6 SECTOR AUTOMOVIL,,2015,EXPORT,"42739613,86"
7 BIENES DE CONSUMO DURADERO,,2015,EXPORT,"4012136,03"
9 OTRAS MERCANCIAS,,2015,EXPORT,"8440905,35"
8 MANUFACTURAS DE CONSUMO,,2015,EXPORT,"23719530,86"
Total seleccionado,,2015,IMPORT,"274772330,22"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2015,IMPORT,"31220958,91"
2 PRODUCTOS ENERGETICOS,,2015,IMPORT,"38443404,46"
3 MATERIAS PRIMAS,,2015,IMPORT,"9202837,72"
4 SEMIMANUFACTURAS,,2015,IMPORT,"62541467,95"
5 BIENES DE EQUIPO,,2015,IMPORT,"56425292,72"
6 SECTOR AUTOMOVIL,,2015,IMPORT,"35969579,02"
7 BIENES DE CONSUMO DURADERO,,2015,IMPORT,"7168381,19"
9 OTRAS MERCANCIAS,,2015,IMPORT,"1007249,92"
8 MANUFACTURAS DE CONSUMO,,2015,IMPORT,"32793158,33"
Total seleccionado,,2016,EXPORT,"256393380,08"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2016,EXPORT,"43116685,32"
2 PRODUCTOS ENERGETICOS,,2016,EXPORT,"13799080,33"
3 MATERIAS PRIMAS,,2016,EXPORT,"5223952,30"
4 SEMIMANUFACTURAS,,2016,EXPORT,"61599021,35"
5 BIENES DE EQUIPO,,2016,EXPORT,"53147602,18"
6 SECTOR AUTOMOVIL,,2016,EXPORT,"45275188,87"
7 BIENES DE CONSUMO DURADERO,,2016,EXPORT,"4363640,43"
9 OTRAS MERCANCIAS,,2016,EXPORT,"4242504,23"
8 MANUFACTURAS DE CONSUMO,,2016,EXPORT,"25625705,08"
Total seleccionado,,2016,IMPORT,"273778599,40"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2016,IMPORT,"32238434,01"
2 PRODUCTOS ENERGETICOS,,2016,IMPORT,"30430724,77"
3 MATERIAS PRIMAS,,2016,IMPORT,"8669992,36"
4 SEMIMANUFACTURAS,,2016,IMPORT,"61348957,34"
5 BIENES DE EQUIPO,,2016,IMPORT,"59788956,84"
6 SECTOR AUTOMOVIL,,2016,IMPORT,"37275845,51"
7 BIENES DE CONSUMO DURADERO,,2016,IMPORT,"7719828,32"
9 OTRAS MERCANCIAS,,2016,IMPORT,"1227838,68"
8 MANUFACTURAS DE CONSUMO,,2016,IMPORT,"35078021,58"
Total seleccionado,,2017,EXPORT,"276142906,54"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2017,EXPORT,"45815046,51"
2 PRODUCTOS ENERGETICOS,,2017,EXPORT,"19825115,35"
3 MATERIAS PRIMAS,,2017,EXPORT,"6809875,08"
4 SEMIMANUFACTURAS,,2017,EXPORT,"67575484,51"
5 BIENES DE EQUIPO,,2017,EXPORT,"55935035,21"
6 SECTOR AUTOMOVIL,,2017,EXPORT,"43948802,47"
7 BIENES DE CONSUMO DURADERO,,2017,EXPORT,"4483121,76"
9 OTRAS MERCANCIAS,,2017,EXPORT,"3598509,87"
8 MANUFACTURAS DE CONSUMO,,2017,EXPORT,"28151915,78"
Total seleccionado,,2017,IMPORT,"302431158,46"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2017,IMPORT,"34766194,07"
2 PRODUCTOS ENERGETICOS,,2017,IMPORT,"40464214,24"
3 MATERIAS PRIMAS,,2017,IMPORT,"10731171,92"
4 SEMIMANUFACTURAS,,2017,IMPORT,"66897140,81"
5 BIENES DE EQUIPO,,2017,IMPORT,"64719906,26"
6 SECTOR AUTOMOVIL,,2017,IMPORT,"39082539,07"
7 BIENES DE CONSUMO DURADERO,,2017,IMPORT,"8052032,78"
9 OTRAS MERCANCIAS,,2017,IMPORT,"1096536,53"
8 MANUFACTURAS DE CONSUMO,,2017,IMPORT,"36621422,77"
Total seleccionado,,2018,EXPORT,"285260541,30"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2018,EXPORT,"46032042,97"
2 PRODUCTOS ENERGETICOS,,2018,EXPORT,"23005409,07"
3 MATERIAS PRIMAS,,2018,EXPORT,"7698305,79"
4 SEMIMANUFACTURAS,,2018,EXPORT,"70587814,15"
5 BIENES DE EQUIPO,,2018,EXPORT,"57042016,18"
6 SECTOR AUTOMOVIL,,2018,EXPORT,"44374723,53"
7 BIENES DE CONSUMO DURADERO,,2018,EXPORT,"4533585,71"
9 OTRAS MERCANCIAS,,2018,EXPORT,"3843763,64"
8 MANUFACTURAS DE CONSUMO,,2018,EXPORT,"28142880,25"
Total seleccionado,,2018,IMPORT,"319647329,61"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2018,IMPORT,"35141958,55"
2 PRODUCTOS ENERGETICOS,,2018,IMPORT,"47757506,08"
3 MATERIAS PRIMAS,,2018,IMPORT,"11473903,88"
4 SEMIMANUFACTURAS,,2018,IMPORT,"72629768,86"
5 BIENES DE EQUIPO,,2018,IMPORT,"66129001,22"
6 SECTOR AUTOMOVIL,,2018,IMPORT,"40180488,78"
7 BIENES DE CONSUMO DURADERO,,2018,IMPORT,"8299582,41"
9 OTRAS MERCANCIAS,,2018,IMPORT,"1204779,47"
8 MANUFACTURAS DE CONSUMO,,2018,IMPORT,"36830340,36"
Total seleccionado,,2019,EXPORT,"290089074,08"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2019,EXPORT,"48634646,62"
2 PRODUCTOS ENERGETICOS,,2019,EXPORT,"21154087,04"
3 MATERIAS PRIMAS,,2019,EXPORT,"7079278,26"
4 SEMIMANUFACTURAS,,2019,EXPORT,"71627090,01"
5 BIENES DE EQUIPO,,2019,EXPORT,"59110716,24"
6 SECTOR AUTOMOVIL,,2019,EXPORT,"44216995,79"
7 BIENES DE CONSUMO DURADERO,,2019,EXPORT,"4593328,37"
9 OTRAS MERCANCIAS,,2019,EXPORT,"4280869,96"
8 MANUFACTURAS DE CONSUMO,,2019,EXPORT,"29392061,78"
Total seleccionado,,2019,IMPORT,"322068688,11"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2019,IMPORT,"35691326,40"
2 PRODUCTOS ENERGETICOS,,2019,IMPORT,"44396481,58"
3 MATERIAS PRIMAS,,2019,IMPORT,"10182709,95"
4 SEMIMANUFACTURAS,,2019,IMPORT,"74014522,57"
5 BIENES DE EQUIPO,,2019,IMPORT,"68727078,92"
6 SECTOR AUTOMOVIL,,2019,IMPORT,"40400905,71"
7 BIENES DE CONSUMO DURADERO,,2019,IMPORT,"8508190,16"
9 OTRAS MERCANCIAS,,2019,IMPORT,"1445181,49"
8 MANUFACTURAS DE CONSUMO,,2019,IMPORT,"38702291,32"
Total seleccionado,,2020,EXPORT,"213683067,12"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2020,EXPORT,"42176320,34"
2 PRODUCTOS ENERGETICOS,,2020,EXPORT,"10442137,98"
3 MATERIAS PRIMAS,,2020,EXPORT,"4991576,96"
4 SEMIMANUFACTURAS,,2020,EXPORT,"55662702,71"
5 BIENES DE EQUIPO,,2020,EXPORT,"41651701,76"
6 SECTOR AUTOMOVIL,,2020,EXPORT,"31030367,84"
7 BIENES DE CONSUMO DURADERO,,2020,EXPORT,"3549290,46"
9 OTRAS MERCANCIAS,,2020,EXPORT,"3871490,79"
8 MANUFACTURAS DE CONSUMO,,2020,EXPORT,"20307478,28"
Total seleccionado,,2020,IMPORT,"225439019,22"
"1 ALIMENTACIÓN, BEBIDAS Y TABACO",,2020,IMPORT,"28150080,84"
2 PRODUCTOS ENERGETICOS,,2020,IMPORT,"22963202,98"
3 MATERIAS PRIMAS,,2020,IMPORT,"6950035,36"
4 SEMIMANUFACTURAS,,2020,IMPORT,"56865085,87"
5 BIENES DE EQUIPO,,2020,IMPORT,"49961449,17"
6 SECTOR AUTOMOVIL,,2020,IMPORT,"24330510,69"
7 BIENES DE CONSUMO DURADERO,,2020,IMPORT,"6386111,85"
9 OTRAS MERCANCIAS,,2020,IMPORT,"1025779,15"
8 MANUFACTURAS DE CONSUMO,,2020,IMPORT,"28806763,30"
